"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"172","AG","National","1985-2006","Cumulative AIDS cases","O","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","500","0","-1.00","N/A","","","-1"
"6","AG","National","1990","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","27","0","-1.00","N/A","","","-1"
"9","AG","National","1993","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","43","0","-1.00","N/A","","","-1"
"188","AG","National","1985-2006","Cumulative AIDS cases - others","O","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","1","0","-1.00","N/A","","","-1"
"186","AG","National","1985-2006","Cumulative AIDS cases - mother-to-child","O","F","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","8","0","-1.00","N/A","","","-1"
"178","AG","National","1985-2006","Cumulative AIDS cases - IVDU","I","B","ALL","A0529","Reported as of 31 Dec. 06.  89 males & 5 females.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","94","0","-1.00","N/A","","","-1"
"138","AG","National","2005","Cumulative AIDS cases","O","B","ALL","F0183","Reported as of 31 Dec. 05.  479 males, 215 females & 6 unknown sex.  Distribution by group & sex is provided.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","700","0","-1.00","N/A","","","-1"
"177","AG","National","1985-2006","Cumulative AIDS cases - homo/bisexual","H","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","35","0","-1.00","N/A","","","-1"
"187","AG","National","1985-2006","Cumulative AIDS cases - others","O","B","ALL","A0529","Reported as of 31 Dec. 06.  1 male & 3 females.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","4","0","-1.00","N/A","","","-1"
"175","AG","National","1985-2006","Cumul. adult AIDS cases - heterosexual","O","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","203","0","-1.00","N/A","","","-1"
"3","AG","National","1987","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","6","0","-1.00","N/A","","","-1"
"173","AG","National","1985-2006","Cumulative AIDS cases","O","F","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","240","0","-1.00","N/A","","","-1"
"146","AG","National","2005","Cumulative AIDS cases - others","O","B","ALL","F0183","Reported as of 31 Dec. 05.  Distribution by sex is given in text.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","2","0","-1.00","N/A","","","-1"
"174","AG","National","1985-2006","Cumul. adult AIDS cases - heterosexual","O","B","ALL","A0529","Reported as of 31 Dec. 06.  203 males, 139 females, & 2 unknown.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","344","0","-1.00","N/A","","","-1"
"171","AG","National","1985-2006","Cumulative AIDS cases","O","B","ALL","A0529","Reported as of 31 Dec. 06.  500 males, 240 females, & 6 unknown.  Distribution by group & sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","746","0","-1.00","N/A","","","-1"
"7","AG","National","1991","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","31","0","-1.00","N/A","","","-1"
"2","AG","National","1986","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","3","0","-1.00","N/A","","","-1"
"179","AG","National","1985-2006","Cumulative AIDS cases - IVDU","I","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","89","0","-1.00","N/A","","","-1"
"181","AG","National","1985-2006","Cumulative AIDS cases - bld/bld products","B","B","ALL","A0529","Reported as of 31 Dec. 06.  27 males, 22 females, & 1 unknown.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","50","0","-1.00","N/A","","","-1"
"4","AG","National","2001","Cumulative AIDS cases","O","B","ALL","S1159","Reported up to 2001.","R","Algeria","Shawky, S., C. Soliman, K. M. Kassak, et al.",2009,"HIV Surveillance and Epidemic Profile in the Middle East and North Africa","Journal of Acquired Immune Deficiency Syndromes, vol. 51, suppl. 3, pp. S83-S95.","AIDS","501","0","-1.00","N/A","","","-1"
"182","AG","National","1985-2006","Cumulative AIDS cases - bld/bld products","B","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","27","0","-1.00","N/A","","","-1"
"184","AG","National","1985-2006","Cumulative AIDS cases - mother-to-child","O","B","ALL","A0529","Reported as of 31 Dec. 06.  7 males & 8 females.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","15","0","-1.00","N/A","","","-1"
"10","AG","National","1994","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","43","0","-1.00","N/A","","","-1"
"8","AG","National","1992","AIDS cases","O","B","ALL","C0232","Calendar year data.","R","Algeria","Chakkar, Y.",1995,"Situation du Programme National de Lutte Contre le SIDA","La Lettre de la Prevention, Ministere de la Sante et de la Population, Numero  83, decembre.","AIDS","33","0","-1.00","N/A","","","-1"
"143","AG","National","2005","Cumulative AIDS cases - drug user","I","B","ALL","F0183","Reported as of 31 Dec. 05.  Distribution by sex is given in text.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","94","0","-1.00","N/A","","","-1"
"144","AG","National","2005","Cumulative AIDS cases - bld/bld products","B","B","ALL","F0183","Reported as of 31 Dec. 05.  Distribution by sex is given in text.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","49","0","-1.00","N/A","","","-1"
"139","AG","National","2005","Cumulative AIDS cases","O","M","ALL","F0183","Reported as of 31 Dec. 05.  Distribution by group is given in text.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","479","0","-1.00","N/A","","","-1"
"185","AG","National","1985-2006","Cumulative AIDS cases - mother-to-child","O","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","7","0","-1.00","N/A","","","-1"
"142","AG","National","2005","Cumulative AIDS cases - homo/bisexual","H","M","ALL","F0183","Reported as of 31 Dec. 05.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","33","0","-1.00","N/A","","","-1"
"190","AG","National","1985-2006","Cumulative AIDS cases - unknown","O","B","ALL","A0529","Reported as of 31 Dec. 06.  183 males, 63 females, & 3 unknown.  Distribution by sex is provided.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","204","0","-1.00","N/A","","","-1"
"191","AG","National","1985-2006","Cumulative AIDS cases - unknown","O","M","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","183","0","-1.00","N/A","","","-1"
"192","AG","National","1985-2006","Cumulative AIDS cases - unknown","O","F","ALL","A0529","Reported as of 31 Dec. 06.","R","Algeria","Algeria Ministere de la Sante, et al.",2008,"Rapport Sur l'Enquete de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2007","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, janvier, report.","AIDS","63","0","-1.00","N/A","","","-1"
"141","AG","National","2005","Cumulative AIDS cases","O","B","ALL","F0183","Reported as of 31 Dec. 05.  Distribution by sex is given in text.","R","Algeria","Fares, E. G., Mokhtari, M. Gourari, et al.",2005,"Rapport Sur L'Enquete Nationale de Sero-Surveillance Sentinelle du VIH et de la Syphilis en Algerie en 2004","Ministere de la Sante de la Population et de la Reforme Hospitaliere, Direction de la Prevention, Algerie, decembre, report.","AIDS","320","0","-1.00","N/A","","","-1"
"1","AJ","National","2011","Cumulative AIDS cases & deaths","O","B","ALL","K0880","Reported as of 1 Jan. 11.","R","Azerbaijan","Khasiyev, S., H. Gadirova, A. Nazarli",2011,"Development Trends of HIV-Infection Epidemic in Azerbaijan","6th International AIDS Society Conference on HIV Pathogenesis, Treatment and Prevention, Rome, Italy, 7/17-20, ePoster, Online Session CDC254.","AIDS","700","354","-1.00","N/A","","","-1"
"104","AJ","National","1999","Cumulative AIDS cases","O","B","ALL","W0155","Reported as of 02 Nov. 99.","R","Azerbaijan","World Health Organization",2000,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 12, no. 2, pp. 239-248.","AIDS","12","0","-1.00","N/A","","","-1"
"145","AJ","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 15 Oct. 02.","R","Azerbaijan","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","50","0","-1.00","N/A","","","-1"
"82","AJ","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 11 July 04.","R","Azerbaijan","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","91","0","-1.00","N/A","","","-1"
"80","AL","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 11 July 04.","R","Albania","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","42","0","-1.00","N/A","","","-1"
"143","AL","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 22 Oct. 02.","R","Albania","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","15","0","-1.00","N/A","","","-1"
"144","AM","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 03 Oct. 02.","R","Armenia","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","29","0","-1.00","N/A","","","-1"
"103","AM","National","1999","Cumulative AIDS cases","O","B","ALL","W0155","Reported as of 02 Nov. 99.","R","Armenia","World Health Organization",2000,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 12, no. 2, pp. 239-248.","AIDS","15","0","-1.00","N/A","","","-1"
"81","AM","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 01 Apr. 2004.","R","Armenia","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","43","0","-1.00","N/A","","","-1"
